,name,accuracy,class,game_desc,effect_chance,generation,machines,crit_rate,type,power,pp,priority
254,spit-up,100,special,"The power stored using the move Stockpile
is released at once in an attack. The more
power is stored, the greater the move’s power.","Inflicts regular damage.  Power is equal to 100 times the amount of energy stored by stockpile.  Ignores the random factor in the damage formula.  Stored energy is consumed, and the user's Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.

This move cannot be copied by mirror move.",3,NA,0,normal,NA,10,0
255,swallow,NA,status,"The power stored using the move Stockpile
is absorbed by the user to heal its HP.
Storing more power heals more HP.","Heals the user depending on the amount of energy stored by stockpile: 1/4 its max HP after one use, 1/2 its max HP after two uses, or fully after three uses.  Stored energy is consumed, and the user's Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.",3,NA,0,normal,NA,10,0
256,heat-wave,90,special,"The user attacks by exhaling hot breath
on the opposing Pokémon. This may also leave
those Pokémon with a burn.",Inflicts regular damage.  Has a 10% chance to burn the target.,3,0,0,fire,95,10,0
257,hail,NA,status,"The user summons a hailstorm lasting five
turns. It damages all Pokémon except the
Ice type.","Changes the weather to hail for five turns, during which non-ice Pokémon are damaged for 1/16 their max HP at the end of every turn.

If the user is holding icy rock, this effect lasts for eight turns.

blizzard has 100% accuracy.  If the target has used detect or protect, blizzard has a (100 - accuracy)% chance to break through the protection.

moonlight, morning sun, and synthesis heal only 1/4 of the user's max HP.

Pokémon with snow cloak are exempt from this effect's damage.",3,tm07,0,ice,NA,10,0
258,torment,100,status,"The user torments and enrages the
target, making it incapable of using
the same move twice in a row.","Prevents the target from attempting to use the same move twice in a row.  When the target leaves the field, this effect ends.

If the target is forced to attempt a repeated move due to choice band, choice scarf, choice specs, disable, encore, taunt, only having PP remaining for one move, or any other effect, the target will use struggle instead.  The target is then free to use the forced move next turn, as it didn't use that move this turn.",3,tm41,0,dark,NA,15,0
259,flatter,100,status,"Flattery is used to confuse the target.
However, this also raises the target’s
Sp. Atk stat.","Raises the target's Special Attack by one stage, then confuses it.",3,NA,0,dark,NA,15,0
260,will-o-wisp,85,status,"The user shoots a sinister, bluish-white
flame at the target to inflict a burn.",Burns the target.,3,tm61,0,fire,NA,15,0
261,memento,100,status,"The user faints when using this move.
In return, this harshly lowers the target’s
Attack and Sp. Atk stats.",Lowers the target's Attack and Special Attack by two stages.  User faints.,3,NA,0,dark,NA,10,0
262,facade,100,physical,"An attack move that doubles its power if
the user is poisoned, burned, or
has paralysis.","Inflicts regular damage.  If the user is burned, paralyzed, or poisoned, this move has double power.",3,tm42,0,normal,70,20,0
263,focus-punch,100,physical,"The user focuses its mind before
launching a punch. This move fails
if the user is hit before it is used.","Inflicts regular damage.  If the user takes damage this turn before hitting, this move will fail.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",3,tm01,0,fighting,150,20,-3
264,smelling-salts,100,physical,"This attack inflicts double damage on a
target with paralysis. This also cures the
target’s paralysis, however.","Inflicts regular damage.  If the target is paralyzed, this move has double power, and the target is cured of its paralysis.",3,NA,0,normal,70,10,0
265,follow-me,NA,status,"The user draws attention to itself,
making all targets take aim
only at the user.","Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightning rod and storm drain.

If the user's ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",3,NA,0,normal,NA,20,2
266,nature-power,NA,status,"An attack that makes use of nature’s
power. Its effects vary depending on the
user’s environment.","Uses another move chosen according to the terrain.

Terrain                   | Selected move
------------------------- | ------------------
Building                  | tri attack
Cave                      | rock slide
Deep water                | hydro pump
Desert                    | earthquake
Grass                     | seed bomb
Mountain                  | rock slide
Road                      | earthquake
Shallow water             | hydro pump
Snow                      | blizzard
Tall grass                | seed bomb
electric terrain | thunderbolt
grassy terrain   | energy ball
misty terrain    | moonblast

In Pokémon Battle Revolution:

Terrain        | Selected move
-------------- | ------------------
Courtyard      | tri attack
Crystal        | rock slide
Gateway        | hydro pump
Magma          | rock slide
Main Street    | tri attack
Neon           | tri attack
Stargazer      | rock slide
Sunny Park     | seed bomb
Sunset         | earthquake
Waterfall      | seed bomb

This move cannot be copied by mirror move.",3,tm96,0,normal,NA,20,0
267,charge,NA,status,"The user boosts the power of the Electric
move it uses on the next turn. This also
raises the user’s Sp. Def stat.","Raises the user's Special Defense by one stage.  If the user uses an electric move next turn, its power will be doubled.",3,NA,0,electric,NA,20,0
268,taunt,100,status,"The target is taunted into a rage that
allows it to use only attack moves
for three turns.","Target is forced to only use damaging moves for the next 3–5 turns, selected at random.  Moves that select other moves not known in advance do not count as damaging.

assist, copycat, me first, metronome, mirror move, and sleep talk do not directly inflict damage and thus may not be used.

bide, counter, endeavor, metal burst, and mirror coat are allowed.",3,tm12,0,dark,NA,20,0
