,name,pokedex_id,attack,special-attack,defense,special-defense,speed,hp,type1,type2,list_of_moves,ability_name,height,weight,generation,evolutions
318,sharpedo,319,120,95,40,40,95,70,water,dark,"[('take-down', 52), ('double-edge', 'tutor'), ('leer', 1), ('bite', 1), ('roar', 'machine'), ('hydro-pump', 'machine'), ('surf', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('hyper-beam', 'machine'), ('strength', 'machine'), ('earthquake', 'machine'), ('toxic', 'machine'), ('agility', 'machine'), ('rage', 1), ('mimic', 'tutor'), ('screech', 'machine'), ('double-team', 'machine'), ('focus-energy', 'machine'), ('waterfall', 'machine'), ('swift', 'machine'), ('skull-bash', 48), ('rest', 'machine'), ('super-fang', 'tutor'), ('slash', 'level-up'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('spite', 'tutor'), ('protect', 'machine'), ('scary-face', 'machine'), ('mud-slap', 'tutor'), ('icy-wind', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('crunch', 'machine'), ('ancient-power', 'tutor'), ('rock-smash', 'machine'), ('whirlpool', 'machine'), ('uproar', 'machine'), ('hail', 'machine'), ('torment', 'machine'), ('facade', 'machine'), ('taunt', 'machine'), ('secret-power', 'machine'), ('dive', 'machine'), ('poison-fang', 34), ('rock-tomb', 'machine'), ('bounce', 'machine'), ('water-pulse', 'tutor'), ('brine', 'machine'), ('natural-gift', 'machine'), ('feint', 1), ('close-combat', 'machine'), ('payback', 'machine'), ('assurance', 'machine'), ('poison-jab', 'machine'), ('dark-pulse', 'machine'), ('night-slash', 56), ('giga-impact', 'machine'), ('avalanche', 'machine'), ('ice-fang', 'machine'), ('zen-headbutt', 'machine'), ('captivate', 'machine'), ('aqua-jet', 34), ('round', 'machine'), ('scald', 'machine'), ('retaliate', 'machine'), ('bulldoze', 'machine'), ('snarl', 'machine')]",[],18,888,3,"[('carvanha', '', 0), ('sharpedo', 'level-up(30)', 1)]"
319,wailmer,320,70,70,35,35,60,130,water,water,"[('headbutt', 'tutor'), ('body-slam', 'machine'), ('thrash', 'egg'), ('double-edge', 'egg'), ('growl', 5), ('roar', 'machine'), ('mist', 32), ('water-gun', 10), ('hydro-pump', 'machine'), ('surf', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('strength', 'machine'), ('earthquake', 'machine'), ('fissure', 'egg'), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'egg'), ('self-destruct', 'machine'), ('waterfall', 'machine'), ('amnesia', 'machine'), ('splash', 1), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('curse', 'egg'), ('protect', 'machine'), ('icy-wind', 'machine'), ('endure', 'machine'), ('rollout', 'egg'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('rock-smash', 'machine'), ('whirlpool', 'machine'), ('hail', 'machine'), ('facade', 'machine'), ('secret-power', 'machine'), ('dive', 'machine'), ('hyper-voice', 'machine'), ('astonish', 23), ('weather-ball', 'machine'), ('rock-tomb', 'machine'), ('tickle', 'egg'), ('water-spout', 41), ('bounce', 'machine'), ('water-pulse', 'tutor'), ('brine', 'machine'), ('natural-gift', 'machine'), ('aqua-ring', 'egg'), ('avalanche', 'machine'), ('zen-headbutt', 'machine'), ('captivate', 'machine'), ('heavy-slam', 'machine'), ('soak', 'egg'), ('round', 'machine'), ('echoed-voice', 'machine'), ('clear-smog', 'egg'), ('scald', 'machine'), ('bulldoze', 'machine')]",[],20,1300,3,"[('wailmer', '', 0), ('wailord', 'level-up(40)', 1)]"
320,wailord,321,90,90,45,45,60,170,water,water,"[('headbutt', 'tutor'), ('body-slam', 'machine'), ('double-edge', 'tutor'), ('growl', 1), ('roar', 'machine'), ('mist', 32), ('water-gun', 1), ('hydro-pump', 'machine'), ('surf', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('hyper-beam', 'machine'), ('strength', 'machine'), ('earthquake', 'machine'), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('self-destruct', 'machine'), ('waterfall', 'machine'), ('amnesia', 'machine'), ('splash', 1), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('icy-wind', 'machine'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('rock-smash', 'machine'), ('whirlpool', 'machine'), ('hail', 'machine'), ('facade', 'machine'), ('secret-power', 'machine'), ('dive', 'machine'), ('hyper-voice', 'machine'), ('astonish', 23), ('weather-ball', 'machine'), ('rock-tomb', 'machine'), ('water-spout', 44), ('block', 'tutor'), ('bounce', 'machine'), ('water-pulse', 'tutor'), ('brine', 'machine'), ('natural-gift', 'machine'), ('giga-impact', 'machine'), ('avalanche', 'machine'), ('zen-headbutt', 'machine'), ('iron-head', 'machine'), ('captivate', 'machine'), ('heavy-slam', 'machine'), ('soak', 1), ('round', 'machine'), ('echoed-voice', 'machine'), ('scald', 'machine'), ('bulldoze', 'machine')]",[],145,3980,3,"[('wailmer', '', 0), ('wailord', 'level-up(40)', 1)]"
321,numel,322,60,65,40,45,35,60,fire,ground,"[('stomp', 'egg'), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'egg'), ('take-down', 29), ('double-edge', 'tutor'), ('growl', 1), ('ember', 11), ('flamethrower', 'machine'), ('strength', 'machine'), ('growth', 'egg'), ('earthquake', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'egg'), ('focus-energy', 25), ('fire-blast', 'machine'), ('amnesia', 31), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'tutor'), ('curse', 29), ('protect', 'machine'), ('scary-face', 'egg'), ('mud-slap', 'tutor'), ('sandstorm', 'machine'), ('endure', 'egg'), ('rollout', 'egg'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('magnitude', 19), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('ancient-power', 'egg'), ('rock-smash', 'machine'), ('stockpile', 'egg'), ('spit-up', 'egg'), ('swallow', 'egg'), ('heat-wave', 'tutor'), ('will-o-wisp', 'machine'), ('facade', 'machine'), ('nature-power', 'machine'), ('yawn', 'egg'), ('secret-power', 'machine'), ('overheat', 'machine'), ('rock-tomb', 'machine'), ('howl', 'egg'), ('natural-gift', 'machine'), ('earth-power', 'tutor'), ('mud-bomb', 'egg'), ('lava-plume', 31), ('iron-head', 'tutor'), ('captivate', 'machine'), ('stealth-rock', 'tutor'), ('flame-burst', 21), ('heavy-slam', 'egg'), ('flame-charge', 'machine'), ('after-you', 'tutor'), ('round', 'machine'), ('echoed-voice', 'machine'), ('incinerate', 'machine'), ('bulldoze', 'machine')]",[],7,240,3,"[('numel', '', 0), ('camerupt', 'level-up(33)', 1)]"
322,camerupt,323,100,105,70,75,40,70,fire,ground,"[('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'tutor'), ('take-down', 29), ('double-edge', 'tutor'), ('growl', 1), ('roar', 'machine'), ('ember', 1), ('flamethrower', 'machine'), ('hyper-beam', 'machine'), ('strength', 'machine'), ('solar-beam', 'machine'), ('earthquake', 'machine'), ('fissure', 55), ('dig', 'machine'), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('focus-energy', 25), ('self-destruct', -1), ('fire-blast', 'machine'), ('amnesia', 31), ('explosion', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'tutor'), ('curse', 29), ('protect', 'machine'), ('mud-slap', 'tutor'), ('sandstorm', 'machine'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('magnitude', 1), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('rock-smash', 'machine'), ('heat-wave', 'tutor'), ('will-o-wisp', 'machine'), ('facade', 'machine'), ('nature-power', 'machine'), ('yawn', 39), ('eruption', 45), ('secret-power', 'machine'), ('overheat', 'machine'), ('rock-tomb', 'machine'), ('natural-gift', 'machine'), ('rock-polish', 'machine'), ('earth-power', 'tutor'), ('giga-impact', 'machine'), ('flash-cannon', 'machine'), ('lava-plume', 31), ('iron-head', 'tutor'), ('stone-edge', 'machine'), ('captivate', 'machine'), ('stealth-rock', 'tutor'), ('flame-burst', 21), ('flame-charge', 'machine'), ('after-you', 'tutor'), ('round', 'machine'), ('echoed-voice', 'machine'), ('incinerate', 'machine'), ('bulldoze', 'machine')]",[],19,2200,3,"[('numel', '', 0), ('camerupt', 'level-up(33)', 1)]"
323,torkoal,324,85,85,140,70,20,70,fire,fire,"[('headbutt', 'tutor'), ('body-slam', 'machine'), ('double-edge', 'tutor'), ('ember', 1), ('flamethrower', 'machine'), ('hyper-beam', 'machine'), ('strength', 'machine'), ('solar-beam', 'machine'), ('fire-spin', 'machine'), ('earthquake', 'machine'), ('fissure', 'egg'), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('smokescreen', 14), ('withdraw', 7), ('self-destruct', 'machine'), ('smog', 4), ('fire-blast', 'machine'), ('skull-bash', 'egg'), ('amnesia', 'machine'), ('explosion', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('flame-wheel', 23), ('snore', 'machine'), ('curse', 7), ('flail', 'egg'), ('protect', 'machine'), ('sludge-bomb', 'machine'), ('mud-slap', 'tutor'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('rapid-spin', 23), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('ancient-power', 'egg'), ('rock-smash', 'machine'), ('heat-wave', 'machine'), ('will-o-wisp', 'machine'), ('facade', 'machine'), ('nature-power', 'machine'), ('superpower', 'machine'), ('yawn', 'egg'), ('eruption', 'egg'), ('secret-power', 'machine'), ('weather-ball', 'machine'), ('overheat', 'machine'), ('rock-tomb', 'machine'), ('iron-defense', 'machine'), ('gyro-ball', 'machine'), ('natural-gift', 'machine'), ('earth-power', 'machine'), ('giga-impact', 'machine'), ('lava-plume', 39), ('stone-edge', 'machine'), ('captivate', 'machine'), ('stealth-rock', 'machine'), ('flame-burst', 'egg'), ('flame-charge', 'machine'), ('after-you', 'tutor'), ('round', 'machine'), ('clear-smog', 'egg'), ('shell-smash', 65), ('incinerate', 'machine'), ('inferno', 60), ('bulldoze', 'machine'), ('heat-crash', 'machine')]",[],5,804,3,"[('torkoal', '', 0)]"
324,spoink,325,25,70,35,80,60,60,psychic,psychic,"[('whirlwind', 'egg'), ('headbutt', 'tutor'), ('body-slam', 'tutor'), ('double-edge', 'tutor'), ('psybeam', 16), ('thunder-wave', 'machine'), ('toxic', 'machine'), ('psychic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('confuse-ray', 25), ('light-screen', 'machine'), ('reflect', 'machine'), ('swift', 'tutor'), ('amnesia', 'egg'), ('dream-eater', 'machine'), ('flash', 'machine'), ('psywave', 7), ('splash', 1), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('protect', 'machine'), ('icy-wind', 'tutor'), ('endure', 'egg'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('heal-bell', 'tutor'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('mirror-coat', 'egg'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('future-sight', 'egg'), ('torment', 'machine'), ('facade', 'machine'), ('taunt', 'machine'), ('trick', 'tutor'), ('role-play', 'tutor'), ('magic-coat', 'tutor'), ('recycle', 'tutor'), ('skill-swap', 'tutor'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('odor-sleuth', 10), ('signal-beam', 'tutor'), ('extrasensory', 'egg'), ('bounce', 'tutor'), ('covet', 'tutor'), ('calm-mind', 'machine'), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('payback', 'machine'), ('lucky-chant', 'egg'), ('power-gem', 46), ('zen-headbutt', 'tutor'), ('trick-room', 'machine'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('psyshock', 'machine'), ('telekinesis', 'tutor'), ('simple-beam', 'egg'), ('round', 'machine'), ('ally-switch', 'tutor')]",[],7,306,3,"[('spoink', '', 0), ('grumpig', 'level-up(32)', 1)]"
325,grumpig,326,45,90,65,110,80,80,psychic,psychic,"[('mega-punch', 'tutor'), ('fire-punch', 'tutor'), ('ice-punch', 'tutor'), ('thunder-punch', 'tutor'), ('mega-kick', 'tutor'), ('headbutt', 'tutor'), ('body-slam', 'tutor'), ('double-edge', 'tutor'), ('psybeam', 1), ('hyper-beam', 'machine'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('thunder-wave', 'machine'), ('toxic', 'machine'), ('psychic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('confuse-ray', 25), ('light-screen', 'machine'), ('reflect', 'machine'), ('swift', 'tutor'), ('dream-eater', 'machine'), ('flash', 'machine'), ('psywave', 1), ('splash', 1), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('icy-wind', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('heal-bell', 'tutor'), ('return', 'machine'), ('frustration', 'machine'), ('dynamic-punch', 'tutor'), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('torment', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('taunt', 'machine'), ('trick', 'tutor'), ('role-play', 'tutor'), ('magic-coat', 'tutor'), ('recycle', 'tutor'), ('brick-break', 'machine'), ('skill-swap', 'tutor'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('teeter-dance', 'level-up'), ('odor-sleuth', 1), ('signal-beam', 'tutor'), ('bounce', 'tutor'), ('covet', 'tutor'), ('calm-mind', 'machine'), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('payback', 'machine'), ('fling', 'machine'), ('power-gem', 55), ('drain-punch', 'tutor'), ('focus-blast', 'machine'), ('energy-ball', 'machine'), ('giga-impact', 'machine'), ('zen-headbutt', 'tutor'), ('trick-room', 'machine'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('psyshock', 'machine'), ('telekinesis', 'tutor'), ('round', 'machine'), ('ally-switch', 'tutor'), ('bulldoze', 'machine')]",[],9,715,3,"[('spoink', '', 0), ('grumpig', 'level-up(32)', 1)]"
326,spinda,327,60,60,60,60,60,60,normal,normal,"[('mega-punch', 'tutor'), ('fire-punch', 'tutor'), ('ice-punch', 'tutor'), ('thunder-punch', 'tutor'), ('mega-kick', 'tutor'), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'tutor'), ('thrash', 56), ('double-edge', 'tutor'), ('disable', 'egg'), ('psybeam', 16), ('low-kick', 'tutor'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('strength', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('psychic', 'machine'), ('hypnosis', 23), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('metronome', 'tutor'), ('swift', 'tutor'), ('dream-eater', 'machine'), ('dizzy-punch', 27), ('flash', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('nightmare', -1), ('snore', 'tutor'), ('flail', 49), ('protect', 'machine'), ('feint-attack', 12), ('mud-slap', 'tutor'), ('icy-wind', 'tutor'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('dynamic-punch', 'tutor'), ('baton-pass', 'egg'), ('encore', 'egg'), ('rapid-spin', 'egg'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('fake-out', 'egg'), ('uproar', 'tutor'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('smelling-salts', 'egg'), ('helping-hand', 'tutor'), ('trick', 'tutor'), ('role-play', 'tutor'), ('wish', 'egg'), ('assist', 'egg'), ('recycle', 'tutor'), ('brick-break', 'machine'), ('skill-swap', 'tutor'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('teeter-dance', 34), ('hyper-voice', 'tutor'), ('fake-tears', 'egg'), ('rock-tomb', 'machine'), ('covet', 'tutor'), ('calm-mind', 'machine'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('fling', 'machine'), ('psycho-shift', 'egg'), ('copycat', 10), ('last-resort', 'tutor'), ('sucker-punch', 'tutor'), ('drain-punch', 'tutor'), ('psycho-cut', 'egg'), ('zen-headbutt', 'tutor'), ('trick-room', 'machine'), ('captivate', 'machine'), ('guard-split', 'egg'), ('round', 'machine'), ('retaliate', 'machine'), ('work-up', 'machine'), ('wild-charge', 'machine')]",[],11,50,3,"[('spinda', '', 0)]"
327,trapinch,328,100,45,45,45,10,45,ground,ground,"[('gust', 'egg'), ('sand-attack', 9), ('headbutt', 'tutor'), ('body-slam', 'machine'), ('double-edge', 'tutor'), ('bite', 1), ('hyper-beam', 'machine'), ('strength', 'machine'), ('solar-beam', 'machine'), ('earthquake', 'machine'), ('fissure', 89), ('dig', 'machine'), ('toxic', 'machine'), ('quick-attack', 'egg'), ('mimic', 'tutor'), ('double-team', 'machine'), ('focus-energy', 'machine'), ('bide', 17), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('flail', 'egg'), ('protect', 'machine'), ('feint-attack', 17), ('mud-slap', 'tutor'), ('sandstorm', 'machine'), ('giga-drain', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'egg'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('rock-smash', 'machine'), ('facade', 'machine'), ('superpower', 'machine'), ('secret-power', 'machine'), ('astonish', 1), ('rock-tomb', 'machine'), ('signal-beam', 'tutor'), ('sand-tomb', 'machine'), ('mud-shot', 'machine'), ('natural-gift', 'machine'), ('feint', 'egg'), ('earth-power', 'machine'), ('captivate', 'machine'), ('bug-bite', 'egg'), ('round', 'machine'), ('struggle-bug', 'machine'), ('bulldoze', 'machine')]",[],7,150,3,"[('trapinch', '', 0), ('vibrava', 'level-up(35)', 1), ('flygon', 'level-up(45)', 2)]"
328,vibrava,329,70,50,50,50,70,50,ground,dragon,"[('fly', 'machine'), ('sand-attack', 1), ('headbutt', 'tutor'), ('body-slam', 'machine'), ('double-edge', 'tutor'), ('bite', 1), ('supersonic', 33), ('sonic-boom', 1), ('hyper-beam', 'machine'), ('strength', 'machine'), ('solar-beam', 'machine'), ('earthquake', 'machine'), ('fissure', 1), ('dig', 'machine'), ('toxic', 'machine'), ('mimic', 'tutor'), ('screech', 'machine'), ('double-team', 'machine'), ('focus-energy', 'machine'), ('bide', 17), ('swift', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('feint-attack', 1), ('mud-slap', 'tutor'), ('outrage', 'machine'), ('sandstorm', 'machine'), ('giga-drain', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('steel-wing', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dragon-breath', 'level-up'), ('hidden-power', 'machine'), ('twister', 'tutor'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('rock-smash', 'machine'), ('uproar', 'machine'), ('heat-wave', 'machine'), ('facade', 'machine'), ('superpower', 'machine'), ('secret-power', 'machine'), ('astonish', 1), ('air-cutter', 'tutor'), ('rock-tomb', 'machine'), ('silver-wind', 'machine'), ('signal-beam', 'tutor'), ('sand-tomb', 'machine'), ('mud-shot', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('air-slash', 'machine'), ('bug-buzz', 'machine'), ('dragon-pulse', 'machine'), ('dragon-rush', 56), ('earth-power', 'machine'), ('defog', 'tutor'), ('draco-meteor', 'tutor'), ('captivate', 'machine'), ('bug-bite', 'tutor'), ('ominous-wind', 'tutor'), ('round', 'machine'), ('struggle-bug', 'machine'), ('bulldoze', 'machine'), ('dragon-tail', 20)]",[],11,153,3,"[('trapinch', '', 0), ('vibrava', 'level-up(35)', 1), ('flygon', 'level-up(45)', 2)]"
